order_id,client_id,product_id,unitary_price,mount,total,order_date,state
118,186,29,39.83,1,39.83,2024-04-30,canceled
119,23,14,65.95,4,263.8,2025-02-14,complete
120,67,25,495.96,5,2479.7999999999997,2023-03-16,complete
121,154,44,468.07,1,468.07,03/11/2023,complete
122,59,9,18.22,3,54.66,2022-04-09,pending
123,198,42,22.81,2,45.62,2025-01-28,pending
124,186,5,32.47,5,162.35,2022-07-21,pending
125,85,24,175.8,3,527.4000000000001,22/11/2021,canceled
126,175,3,34.74,5,173.70000000000002,2021-09-25,complete
127,171,8,100.75,3,302.25,2022-04-02,pending
128,179,47,25.94,2,51.88,2024-02-25,canceled
129,179,48,16.41,2,32.82,2025-03-24,canceled
130,130,42,22.81,4,91.24,2024-12-29,complete
131,86,13,38.87,2,77.74,2025-01-23,canceled
132,160,16,25.4,5,127.0,2026-01-07,
133,30,15,64.11,2,128.22,2024-01-06,canceled
134,137,5,32.47,5,162.35,2023-01-11,
135,122,28,94.48,2,188.96,2026-02-28,pending
136,142,28,94.48,5,472.40000000000003,2021-03-14,complete
137,60,19,23.52,3,70.56,2021-07-05,pending
138,35,22,,2,95.24,2022-10-26,canceled
139,122,44,468.07,1,468.07,2024-12-17,canceled
140,32,22,49.27174563971712,2,95.24,2025-02-09,canceled
141,170,30,1184.1705423078597,3,3727.5,2024-04-10,complete
142,23,41,49.59,4,198.36,2025-03-08,
143,185,43,35.11,1,35.11,2021-07-10,complete
144,11,17,259.3508899635181,2,525.38,2021-10-01,complete
145,83,26,40.57,4,162.28,2025-11-20,canceled
146,145,28,,1,94.48,2022-06-06,complete
147,177,47,25.94,2,51.88,2021-03-18,pending
148,66,9,18.22,1,18.22,19/12/2022,canceled
149,42,7,322.97,4,1291.88,2022-10-28,pending
150,129,36,19.79,2,39.58,2025-01-18,canceled
151,165,24,175.8,3,527.4000000000001,2026-02-02,
152,51,15,64.11,2,128.22,10/03/2025,canceled
153,38,36,19.79,1,19.79,2024-05-24,canceled
154,193,32,38.29247575440699,3,113.97,2022-08-22,pending
155,173,0,399.37,1,399.37,2025-02-22,complete
156,115,27,45.746806389752955,5,192.5,2022-03-24,complete
157,76,31,122.5,1,122.5,2022-01-11,canceled
158,80,40,30.85,2,61.7,2022-01-13,complete
159,139,10,86.43140456667223,2,202.54,04/04/2022,complete
160,113,26,45.69873033980628,1,40.57,2024-07-25,pending
161,194,2,11.28,3,33.839999999999996,2021-11-23,canceled
162,166,45,71.91,1,71.91,2025-07-10,pending
163,74,14,65.95,4,263.8,2021-05-13,canceled
164,108,14,65.95,2,131.9,2022-12-14,pending
165,30,19,23.52,5,117.6,2021-08-18,canceled
166,93,8,100.75,2,201.5,2024-02-26,pending
167,10,0,399.37,3,1198.1100000000001,2024-09-15,
168,151,35,64.3,2,128.6,2024-04-22,complete
169,91,36,19.79,1,19.79,2024-10-01,pending
170,50,33,,1,128.63,2025-08-16,pending
171,80,21,295.0163936493935,5,1528.3500000000001,2022-08-21,pending
172,64,35,64.3,1,64.3,2024-07-13,complete
173,198,12,205.64,3,616.92,2022-09-27,canceled
174,168,2,11.28,1,11.28,2023-07-17,
175,124,44,468.07,1,468.07,2022-10-28,pending
176,24,48,16.41,2,32.82,2022-04-05,pending
177,108,10,101.27,3,303.81,2022-03-15,complete
178,109,6,131.95,2,263.9,2022-03-20,canceled
179,173,28,94.48,2,188.96,2023-11-18,
180,122,14,65.95,3,197.85000000000002,2023-06-19,pending
181,96,12,178.9587073143121,2,411.28,2023-10-14,complete
182,159,19,23.52,5,117.6,2025-09-05,canceled
183,143,2,11.28,3,33.839999999999996,2021-09-22,pending
184,193,9,18.22,4,72.88,2025-02-19,pending
185,139,40,35.107823284795714,3,92.55000000000001,2025-03-21,pending
186,69,13,38.87,5,194.35,2024-09-19,canceled
187,3,41,49.59,4,198.36,2023-04-26,canceled
188,13,5,32.47,5,162.35,2021-03-25,canceled
189,105,13,38.87,2,77.74,2022-07-11,pending
190,92,47,25.94,5,129.70000000000002,2025-04-07,complete
191,160,28,83.34930183513686,4,377.92,2021-09-13,complete
192,38,17,262.69,5,1313.45,2022-04-08,complete
193,15,1,10.32,4,41.28,2025-09-24,canceled
194,188,41,59.356097823984314,3,148.77,2023-03-16,complete
195,97,33,144.054431311151,1,128.63,2023-06-20,canceled
196,40,15,64.11,3,192.32999999999998,2022-06-30,canceled
197,6,6,113.6755795242563,3,395.84999999999997,2023-03-03,pending
198,21,16,25.4,4,101.6,2025-07-18,canceled
199,88,2,11.28,1,11.28,2025-05-30,complete
200,155,26,,5,202.85,2025-05-12,pending
201,24,34,19.49,2,38.98,2023-07-21,canceled
202,100,15,64.11,5,320.55,2023-11-30,
203,138,24,175.8,3,527.4000000000001,2022-07-23,complete
204,166,13,38.87,1,38.87,2024-10-10,pending
205,163,18,48.69071464789256,5,243.25,2021-08-23,canceled
206,47,48,16.41,1,16.41,2021-03-17,canceled
207,38,40,30.85,3,92.55000000000001,2025-09-02,complete
208,145,27,38.5,4,154.0,2026-02-20,canceled
209,24,41,49.59,1,49.59,2022-11-15,canceled
210,53,44,468.07,3,1404.21,2021-09-18,canceled
211,196,29,46.44054570191563,4,159.32,15/10/2024,complete
212,152,37,607.72,4,2430.88,2023-02-22,complete
213,47,35,64.3,1,64.3,04/02/2026,
214,115,43,35.11,3,105.33,2026-03-07,complete
215,49,41,49.59,1,49.59,2023-10-20,canceled
216,72,14,65.95,3,197.85000000000002,2023-01-16,canceled
217,132,23,1048.17,3,3144.51,2024-05-29,pending
218,119,35,64.3,2,128.6,29/05/2025,pending
219,82,38,93.0,2,186.0,2024-02-19,complete
220,154,38,93.0,1,93.0,05/03/2023,canceled
221,194,48,16.41,2,32.82,2021-05-13,
222,110,47,25.94,2,51.88,27/09/2021,pending
223,183,40,30.85,5,154.25,2022-05-05,canceled
224,175,26,39.76325791552391,2,81.14,2023-04-25,
225,154,42,22.81,4,91.24,2023-08-15,complete
226,125,5,32.47,5,162.35,2024-04-04,canceled
227,190,19,23.52,4,94.08,2024-05-29,complete
228,150,10,101.27,4,405.08,2023-04-23,
229,56,45,71.91,5,359.54999999999995,21/06/2021,complete
230,134,23,,2,2096.34,2023-01-03,canceled
231,49,17,262.69,3,788.0699999999999,2024-10-02,canceled
232,5,0,399.37,5,1996.85,2023-03-27,complete
233,92,44,468.07,4,1872.28,2022-09-03,canceled
234,56,41,49.59,5,247.95000000000002,2024-03-05,complete
235,142,48,13.965259902878957,5,82.05,2021-12-17,pending
236,67,20,139.97,4,559.88,2021-07-25,canceled
237,3,27,38.5,4,154.0,2023-12-06,complete
238,135,0,399.37,3,1198.1100000000001,2021-04-09,complete
239,116,13,38.87,1,38.87,2025-12-29,pending
240,0,45,71.91,5,359.54999999999995,2024-09-27,complete
241,85,47,25.94,5,129.70000000000002,2023-10-04,canceled
242,30,20,,5,699.85,2025-04-25,pending
243,137,9,14.923907697711696,4,72.88,2022-10-29,canceled
244,29,45,71.91,3,215.73,2026-02-24,complete
245,1,29,39.83,3,119.49,2023-04-07,canceled
246,145,5,32.47,3,97.41,2021-10-21,canceled
247,83,11,1031.49,2,2062.98,2024-11-10,
248,25,45,71.91,3,215.73,2025-09-13,complete
249,77,34,19.49,2,38.98,2025-12-28,pending
250,151,6,131.95,5,659.75,22/10/2023,complete
251,38,16,21.738910936716803,1,25.4,2025-01-30,canceled
252,136,21,305.67,2,611.34,2021-05-01,pending
253,176,22,47.62,5,238.1,2022-08-19,canceled
254,169,4,,2,93.52,2021-08-18,pending
255,49,24,175.8,5,879.0,2023-09-18,pending
256,183,34,19.49,3,58.47,08/08/2021,complete
257,133,31,146.7745355236657,3,367.5,2025-03-02,complete
258,170,9,18.22,1,18.22,2021-04-28,canceled
259,149,48,18.869243035832383,1,16.41,2024-03-10,canceled
260,151,20,,1,139.97,2023-01-07,canceled
261,12,39,77.7,3,233.10000000000002,2021-03-09,pending
262,2,33,128.63,1,128.63,2022-05-18,complete
263,185,8,111.1782482981205,4,403.0,2022-11-06,canceled
264,131,26,40.57,4,162.28,2022-05-25,canceled
265,149,18,48.65,4,194.6,2024-05-06,complete
266,190,36,19.79,1,19.79,2025-05-24,complete
267,195,21,305.67,5,1528.3500000000001,2023-03-06,canceled
268,128,32,37.99,4,151.96,2025-03-20,canceled
269,44,23,1048.17,4,4192.68,2024-07-29,complete
270,169,23,1048.17,2,2096.34,2022-03-31,canceled
271,4,9,18.22,3,54.66,2023-11-15,pending
272,83,49,618.36,5,3091.8,11/10/2022,complete
273,49,24,175.8,5,879.0,04/08/2023,pending
274,18,36,19.79,3,59.37,2022-09-10,complete
275,128,22,47.62,2,95.24,2024-05-21,canceled
276,99,30,1242.5,5,6212.5,2025-12-28,canceled
277,68,29,39.93167175148519,5,199.14999999999998,2025-09-22,canceled
278,17,32,37.99,4,151.96,2022-02-09,canceled
279,63,23,,3,3144.51,2021-08-13,pending
280,196,8,100.75,3,302.25,2021-08-27,
281,58,0,399.37,5,1996.85,2023-04-14,canceled
282,149,4,46.76,1,46.76,2025-05-05,complete
283,39,12,205.64,3,616.92,2022-04-19,pending
284,65,20,139.97,5,699.85,2021-03-16,complete
285,156,29,39.83,5,199.14999999999998,2023-04-27,canceled
286,190,40,30.85,2,61.7,21/10/2021,pending
287,181,10,102.34787928115115,1,101.27,2023-07-05,complete
288,192,45,63.381419468083934,3,215.73,2023-03-02,pending
289,187,0,399.37,4,1597.48,2022-12-08,pending
290,24,25,472.3218625007915,2,991.92,2022-01-24,complete
291,84,3,34.74,5,173.70000000000002,2022-10-21,pending
292,77,15,64.11,5,320.55,2024-12-29,
293,87,26,40.57,1,40.57,04/01/2025,canceled
294,74,18,48.65,4,194.6,2022-09-14,canceled
295,182,15,64.11,4,256.44,2021-07-03,pending
296,66,41,49.59,1,49.59,2024-02-19,complete
297,68,28,94.48,5,472.40000000000003,19/06/2022,complete
298,187,9,18.22,4,72.88,2023-09-24,canceled
299,24,45,71.91,4,287.64,2021-03-15,complete
300,193,32,37.99,1,37.99,2022-06-08,complete
301,33,47,25.94,3,77.82000000000001,2023-10-17,
302,106,36,19.79,4,79.16,2022-01-03,complete
303,68,37,607.72,5,3038.6000000000004,2025-07-09,pending
304,88,43,35.11,1,35.11,2023-03-21,canceled
305,127,13,38.87,1,38.87,2022-03-22,complete
306,197,26,40.57,3,121.71000000000001,2023-11-03,pending
307,122,28,94.48,4,377.92,2021-07-29,complete
308,161,5,32.47,4,129.88,2025-08-15,complete
309,110,47,25.454892032411742,3,77.82000000000001,2024-11-16,pending
310,171,4,46.76,5,233.79999999999998,2022-04-19,pending
311,19,3,34.74,3,104.22,2022-06-27,complete
312,99,2,10.86652283931565,3,33.839999999999996,2023-10-30,pending
313,52,25,495.96,4,1983.84,2023-07-05,canceled
314,155,4,46.76,3,140.28,2024-09-07,canceled
315,162,32,37.99,4,151.96,2023-05-31,complete
316,198,25,495.96,1,495.96,2024-10-26,pending
317,0,2,10.807773629979783,4,45.12,2025-10-10,complete
318,14,13,38.87,5,194.35,2022-10-02,pending
319,159,0,399.37,2,798.74,2022-09-16,complete
320,22,3,34.74,2,69.48,2022-02-04,pending
321,172,44,444.69218639066577,1,468.07,2024-03-20,pending
322,136,15,64.11,2,128.22,2022-05-10,canceled
323,178,20,139.97,2,279.94,2026-01-01,complete
324,109,23,1048.17,2,2096.34,2022-01-15,
325,59,41,,3,148.77,2023-09-30,complete
326,33,44,,5,2340.35,2023-09-29,pending
327,151,42,,5,114.05,2022-11-23,complete
328,29,3,34.74,5,173.70000000000002,2025-04-23,complete
329,54,11,1031.49,3,3094.4700000000003,2024-07-09,pending
330,31,3,34.74,1,34.74,2024-10-30,
331,105,46,246.47,3,739.41,2023-09-19,pending
332,176,26,40.57,1,40.57,2025-04-20,pending
333,180,36,19.79,4,79.16,2021-11-14,complete
334,23,4,46.76,4,187.04,2025-01-24,pending
335,122,26,40.47204375758382,4,162.28,2025-07-30,canceled
336,5,19,23.52,4,94.08,11/06/2022,complete
337,11,12,205.64,5,1028.1999999999998,2022-08-07,canceled
338,141,41,49.59,1,49.59,2022-03-15,complete
339,55,2,11.28,4,45.12,2021-09-18,
340,199,15,,1,64.11,05/11/2021,canceled
341,17,23,1048.17,5,5240.85,2023-10-12,pending
342,93,41,49.59,3,148.77,22/11/2023,canceled
343,72,15,64.11,4,256.44,2024-06-30,pending
344,58,45,71.91,5,359.54999999999995,2024-09-09,pending
345,162,33,128.63,1,128.63,10/02/2026,pending
346,178,24,175.8,4,703.2,15/05/2024,pending
347,70,40,30.85,5,154.25,10/04/2022,complete
348,183,45,71.91,3,215.73,2024-06-30,pending
349,126,20,139.97,5,699.85,2024-08-16,canceled
350,53,11,1031.49,3,3094.4700000000003,2021-08-07,complete
351,89,43,35.11,3,105.33,2025-08-03,canceled
352,5,16,24.638777756179625,3,76.19999999999999,12/11/2023,pending
353,21,0,399.37,3,1198.1100000000001,2023-07-01,pending
354,191,45,66.23086718694958,3,215.73,2023-01-03,complete
355,81,38,93.0,3,279.0,2023-07-22,pending
356,68,27,38.5,2,77.0,2022-03-17,canceled
357,94,10,114.21275191387777,4,405.08,2021-06-26,canceled
358,103,2,11.28,5,56.4,2024-04-29,pending
359,43,41,49.59,4,198.36,2021-07-11,canceled
360,39,31,122.5,4,490.0,2023-03-30,complete
361,49,42,22.81,5,114.05,2025-09-15,pending
362,96,42,22.81,4,91.24,2022-10-05,canceled
363,14,25,460.4779734891973,4,1983.84,2024-08-15,complete
364,190,22,47.62,4,190.48,2025-10-19,complete
365,2,7,322.97,1,322.97,29/09/2024,
366,130,18,48.65,2,97.3,2023-05-09,pending
367,77,22,47.62,2,95.24,2024-03-08,pending
368,42,45,,5,359.54999999999995,2024-10-17,complete
369,12,45,71.91,3,215.73,2023-01-23,pending
370,115,7,322.97,4,1291.88,2022-07-29,pending
371,22,9,18.22,4,72.88,02/06/2025,pending
372,92,5,32.47,4,129.88,2022-05-17,canceled
373,118,43,35.11,3,105.33,2024-06-11,complete
374,181,33,128.63,3,385.89,2023-09-02,pending
375,165,40,30.85,5,154.25,2024-09-28,pending
376,189,41,49.59,3,148.77,2025-02-24,pending
377,106,37,607.72,5,3038.6000000000004,2022-06-11,pending
378,118,23,1076.6178562338803,3,3144.51,2021-05-10,pending
379,76,10,101.27,1,101.27,2025-12-30,pending
380,58,22,47.62,4,190.48,2023-08-05,pending
381,160,33,128.63,5,643.15,2021-12-26,canceled
382,105,12,222.46017879186238,4,822.56,2023-04-30,complete
383,161,24,175.8,3,527.4000000000001,2024-03-20,canceled
384,70,27,38.5,2,77.0,2021-11-23,complete
385,143,1,10.32,2,20.64,2022-09-13,canceled
386,105,16,25.4,1,25.4,10/09/2024,pending
387,28,46,246.47,3,739.41,2022-10-04,pending
388,104,12,205.64,2,411.28,2025-10-23,pending
389,158,28,94.48,2,188.96,2024-04-13,pending
390,59,27,38.5,1,38.5,2021-11-20,canceled
391,100,35,64.3,1,64.3,2023-08-12,canceled
392,136,30,1242.5,2,2485.0,2022-03-30,
393,182,26,40.57,5,202.85,2021-05-01,canceled
394,106,26,40.57,2,81.14,2024-02-14,pending
395,55,7,322.97,1,322.97,2025-07-30,complete
396,153,46,246.47,4,985.88,2021-03-30,pending
397,175,13,38.87,4,155.48,2021-10-24,
398,167,48,16.41,1,16.41,2024-10-09,complete
399,176,3,34.74,4,138.96,2023-06-23,complete
400,108,16,20.828562148791402,5,127.0,2023-10-29,
401,117,14,65.95,2,131.9,2022-09-29,complete
402,187,27,,1,38.5,2022-01-19,complete
403,99,6,131.95,1,131.95,2024-03-23,pending
404,126,34,19.49,5,97.44999999999999,2022-06-05,
405,89,31,122.5,4,490.0,2025-09-12,complete
406,118,48,16.41,5,82.05,2022-11-15,complete
407,115,42,22.81,3,68.42999999999999,2025-03-07,complete
408,154,30,1242.5,2,2485.0,28/01/2025,pending
409,105,16,23.946374863553608,5,127.0,2023-03-20,canceled
410,156,18,48.65,4,194.6,2022-03-11,
411,173,18,48.65,5,243.25,2021-04-17,canceled
412,66,6,131.95,3,395.84999999999997,2025-01-27,pending
413,132,35,64.3,4,257.2,2022-02-04,pending
414,93,4,46.76,2,93.52,2021-03-13,canceled
415,36,37,530.6217158862402,2,1215.44,2022-06-30,complete
416,111,9,18.22,4,72.88,27/10/2022,canceled
417,119,45,71.91,2,143.82,2023-12-19,pending
418,115,7,322.97,5,1614.8500000000001,06/05/2025,
419,73,0,399.37,1,399.37,2022-06-07,canceled
420,2,14,65.95,5,329.75,2022-09-19,pending
421,167,0,399.37,2,798.74,2024-05-02,canceled
422,153,18,48.65,1,48.65,28/02/2023,complete
423,116,38,93.0,2,186.0,2022-08-31,pending
424,155,48,16.41,2,32.82,2021-10-06,canceled
425,145,23,1048.17,4,4192.68,2023-09-20,pending
426,57,28,94.48,2,188.96,16/10/2022,complete
427,129,15,64.11,3,192.32999999999998,2024-07-23,canceled
428,190,25,495.96,1,495.96,2025-04-13,complete
429,113,5,32.47,3,97.41,2021-12-09,canceled
430,99,40,30.85,5,154.25,2023-11-10,canceled
431,64,18,48.65,5,243.25,2024-12-24,complete
432,153,28,94.48,5,472.40000000000003,17/07/2021,pending
433,122,25,527.9121744996678,2,991.92,2021-03-23,pending
434,126,35,64.3,4,257.2,2025-03-25,canceled
435,163,40,32.50250535473584,1,30.85,2023-09-18,pending
436,102,8,100.75,2,201.5,2022-01-20,complete
437,120,32,37.99,2,75.98,2022-07-08,canceled
438,14,28,94.48,5,472.40000000000003,2022-10-11,complete
439,166,43,35.11,3,105.33,2025-08-11,pending
440,143,23,1048.17,4,4192.68,2022-06-20,pending
441,138,29,39.83,1,39.83,23/10/2023,complete
442,144,41,49.59,2,99.18,2025-03-17,
443,25,32,37.99,1,37.99,2025-05-15,canceled
444,71,32,37.99,4,151.96,2024-04-23,canceled
445,50,30,1328.8973326709918,5,6212.5,2021-11-29,canceled
446,176,41,49.59,3,148.77,2024-11-25,canceled
447,187,48,16.617896175887708,1,16.41,2024-03-16,pending
448,110,42,22.81,5,114.05,2025-12-20,canceled
449,48,40,30.85,5,154.25,2025-07-30,canceled
450,184,10,101.27,4,405.08,2021-10-08,canceled
451,110,9,18.22,4,72.88,2023-07-07,pending
452,169,21,305.67,3,917.01,2024-12-07,pending
453,118,15,,2,128.22,2023-02-08,
454,184,19,23.52,4,94.08,2024-05-23,pending
455,167,24,178.32062278509358,2,351.6,2025-01-02,
456,117,35,64.3,1,64.3,2023-07-06,pending
457,66,30,1327.643441646984,1,1242.5,2021-06-23,complete
458,181,11,1031.49,1,1031.49,2021-07-08,canceled
459,152,43,35.11,3,105.33,2023-10-03,canceled
460,122,1,10.32,5,51.6,2024-09-13,complete
461,122,43,35.11,3,105.33,2021-06-15,canceled
462,1,38,93.0,3,279.0,2024-03-10,pending
463,64,22,47.62,5,238.1,2026-01-23,complete
464,190,34,19.49,2,38.98,2022-04-23,complete
465,0,31,122.5,1,122.5,2023-08-08,complete
466,170,21,305.67,4,1222.68,2021-08-02,canceled
467,162,0,399.37,4,1597.48,2023-01-22,complete
468,37,4,46.76,5,233.79999999999998,25/10/2023,pending
469,96,38,93.0,1,93.0,11/02/2024,
470,27,3,34.74,2,69.48,2022-04-18,pending
471,138,34,19.49,2,38.98,11/08/2024,complete
472,158,28,94.48,5,472.40000000000003,2021-04-27,complete
473,198,36,19.79,4,79.16,2024-05-08,pending
474,112,1,10.32,2,20.64,2021-09-16,canceled
475,78,36,,1,19.79,2023-06-24,complete
476,176,5,32.47,2,64.94,2024-05-31,canceled
477,128,42,22.81,4,91.24,2025-06-25,complete
478,114,39,77.7,2,155.4,29/05/2022,complete
479,85,9,18.22,1,18.22,2024-04-09,complete
480,30,38,93.0,4,372.0,2023-11-14,canceled
481,154,26,40.57,5,202.85,2021-10-13,complete
482,130,28,94.48,3,283.44,2024-01-14,pending
483,92,14,65.95,3,197.85000000000002,29/07/2025,
484,68,3,34.74,3,104.22,2023-11-21,canceled
485,181,6,131.95,2,263.9,2024-01-25,pending
486,176,24,175.8,3,527.4000000000001,2022-03-27,complete
487,10,44,468.07,4,1872.28,2025-11-06,
488,29,27,38.5,4,154.0,2025-11-13,
489,189,1,10.32,1,10.32,2023-03-09,pending
490,141,37,607.72,5,3038.6000000000004,2022-03-07,canceled
491,21,26,40.57,4,162.28,06/06/2023,complete
492,104,2,11.28,2,22.56,2023-09-30,canceled
493,37,20,159.04431812787314,5,699.85,2023-03-24,canceled
494,43,18,48.65,4,194.6,2025-07-04,canceled
495,199,25,495.96,3,1487.8799999999999,2023-04-17,pending
496,98,36,19.79,4,79.16,2023-02-06,pending
497,180,5,32.47,3,97.41,2025-01-24,complete
498,152,29,39.83,2,79.66,2025-12-15,canceled
499,128,17,262.69,3,788.0699999999999,2022-08-13,pending
342,93,41,49.59,3,148.77,22/11/2023,canceled
26,89,49,618.36,1,618.36,2023-02-20,complete
309,110,47,25.454892032411742,3,77.82000000000001,2024-11-16,pending
248,25,45,71.91,3,215.73,2025-09-13,complete
176,24,48,16.41,2,32.82,2022-04-05,pending
79,184,14,53.18250079565079,1,65.95,2023-12-30,pending
196,40,15,64.11,3,192.32999999999998,2022-06-30,canceled
424,155,48,16.41,2,32.82,2021-10-06,canceled
87,45,27,,4,154.0,2024-10-24,pending
345,162,33,128.63,1,128.63,10/02/2026,pending
